PartitionKey,RowKey,Timestamp,Company,Company@type,DisplayName,DisplayName@type,GUID,GUID@type,Token,Token@type
PBI_CV_9272D058_BEA0_476A_B090_A712545F92FA,22,2018-07-01T10:34:14.858Z,OKViz,Edm.String,Bullet Chart by OkViz,Edm.String,PBI_CV_9272D058_BEA0_476A_B090_A712545F92FA,Edm.String,OKViz,Edm.String
PBI_CV_94E55AB3_5D45_4B62_A49D_19E2109AA028,123,2018-07-01T10:34:14.888Z,Jon Gallant,Edm.String,Liquid Fill Gauge,Edm.String,PBI_CV_94E55AB3_5D45_4B62_A49D_19E2109AA028,Edm.String,Jon Gallant,Edm.String
PBI_CV_967A08ED_59CD_405F_B41A_8CE2050AD30E,38,2018-07-01T10:34:14.819Z,Microsoft,Edm.String,Clustering With Outliers,Edm.String,PBI_CV_967A08ED_59CD_405F_B41A_8CE2050AD30E,Edm.String,Microsoft,Edm.String
PBI_CV_9D783E0D_2610_4C22_9576_88AD092AB59E,165,2018-07-01T10:34:14.814Z,Microsoft,Edm.String,Spline chart,Edm.String,PBI_CV_9D783E0D_2610_4C22_9576_88AD092AB59E,Edm.String,Microsoft,Edm.String
PBI_CV_A06338A2_89CC_4AD7_885A_A321D6AFF1EA,77,2018-07-01T10:34:14.870Z,Microsoft,Edm.String,FlexAxisChart,Edm.String,PBI_CV_A06338A2_89CC_4AD7_885A_A321D6AFF1EA,Edm.String,Microsoft,Edm.String
PBI_CV_AD348DC9_41C4_4867_B19O_53F9RDC6IEAS_HTML,84,2018-07-01T10:34:14.821Z,Microsoft,Edm.String,Forecasting with ARIMA,Edm.String,PBI_CV_AD348DC9_41C4_4867_B19O_53F9RDC6IEAS_HTML,Edm.String,Microsoft,Edm.String
PBI_CV_C7EC95FF_9C47_4A9B_AC8A_D519AE191B94,107,2018-07-01T10:34:14.878Z,James Dales,Edm.String,Icon Map,Edm.String,PBI_CV_C7EC95FF_9C47_4A9B_AC8A_D519AE191B94,Edm.String,James Dales,Edm.String
PBI_CV_CAD60C71_FAD5_4B59_A498_A7FB0DDC7A2B,180,2018-07-01T10:34:14.880Z,Microsoft,Edm.String,Time series decomposition chart,Edm.String,PBI_CV_CAD60C71_FAD5_4B59_A498_A7FB0DDC7A2B,Edm.String,Microsoft,Edm.String
PBI_CV_EB3A4088_75C5_4746_9D8B_255A7B7ECD6C,125,2018-07-01T10:34:14.820Z,Mapbox,Edm.String,Mapbox Viz,Edm.String,PBI_CV_EB3A4088_75C5_4746_9D8B_255A7B7ECD6C,Edm.String,Mapbox,Edm.String
PBI_CV_ED2AEAFC_5929_4D92_A6E8_CBDCD4932759,76,2018-07-01T10:34:14.884Z,KPMG ,Edm.String,FinRepPoC,Edm.String,PBI_CV_ED2AEAFC_5929_4D92_A6E8_CBDCD4932759,Edm.String,KPMG ,Edm.String
PBI_CV_EED04B38_70C9_4723_9C08_538DDC65A5FD,106,2018-07-01T10:34:14.824Z,Microsoft,Edm.String,HTML-text-viewer,Edm.String,PBI_CV_EED04B38_70C9_4723_9C08_538DDC65A5FD,Edm.String,Microsoft,Edm.String
PBI_CV_F8245BAE_FD3C_4553_91B7_DA42511A53BA,80,2018-07-01T10:34:14.829Z,Microsoft,Edm.String,Flywheel,Edm.String,PBI_CV_F8245BAE_FD3C_4553_91B7_DA42511A53BA,Edm.String,Microsoft,Edm.String
PBI_CV_FC22EF20_6A7C_4F30_B29B_144CD82E5279,42,2018-07-01T10:34:14.889Z,Microsoft,Edm.String,Correlation plot,Edm.String,PBI_CV_FC22EF20_6A7C_4F30_B29B_144CD82E5279,Edm.String,Microsoft,Edm.String
PBI_CV_FFFE680D_D220_4F62_B16C_C7B5C5732654,177,2018-07-01T10:34:14.895Z,MAQ LLC,Edm.String,Text Wrapper by MAQ Software,Edm.String,PBI_CV_FFFE680D_D220_4F62_B16C_C7B5C5732654,Edm.String,MAQ LLC,Edm.String
PercentileChart1450286532448,134,2018-07-01T10:34:14.832Z,John Keech,Edm.String,Percentile Chart,Edm.String,PercentileChart1450286532448,Edm.String,John Keech,Edm.String
PowerApps_PBI_CV_C29F1DCC_81F5_4973_94AD_0517D44CC06A,139,2018-07-01T10:34:14.838Z,Microsoft,Edm.String,PowerApps (Preview),Edm.String,PowerApps_PBI_CV_C29F1DCC_81F5_4973_94AD_0517D44CC06A,Edm.String,Microsoft,Edm.String
PulseChart1459209850231,140,2018-07-01T10:34:14.898Z,Microsoft,Edm.String,Pulse Chart,Edm.String,PulseChart1459209850231,Edm.String,Microsoft,Edm.String
PyramidChartCollabion1473456433387,141,2018-07-01T10:34:14.840Z,Collabion,Edm.String,Pyramid 3D Chart by Collabion,Edm.String,PyramidChartCollabion1473456433387,Edm.String,Collabion,Edm.String
RHTML_FUNNEL_978302916642,85,2018-07-01T10:34:14.900Z,Microsoft,Edm.String,Funnel plot,Edm.String,RHTML_FUNNEL_978302916642,Edm.String,Microsoft,Edm.String
RadarChart1446119667547,145,2018-07-01T10:34:14.908Z,Microsoft,Edm.String,Radar Chart,Edm.String,RadarChart1446119667547,Edm.String,Microsoft,Edm.String
SandDance1448759247246,152,2018-07-01T10:34:14.849Z,Microsoft,Edm.String,SandDance,Edm.String,SandDance1448759247246,Edm.String,Microsoft,Edm.String
Sankey1452239004508,154,2018-07-01T10:34:14.855Z,Brad Sarsfield,Edm.String,Sankey with Labels,Edm.String,Sankey1452239004508,Edm.String,Brad Sarsfield,Edm.String
SankeyBarchart1453612063812,155,2018-07-01T10:34:14.903Z,Brad Sarsfield,Edm.String,SankeyBarchart,Edm.String,SankeyBarchart1453612063812,Edm.String,Brad Sarsfield,Edm.String
SankeyDiagram1446463184954,153,2018-07-01T10:34:14.900Z,Microsoft,Edm.String,Sankey Chart,Edm.String,SankeyDiagram1446463184954,Edm.String,Microsoft,Edm.String
ScrollingTextVisual1448795304508,158,2018-07-01T10:34:14.856Z,Fredrik HedenstrAm,Edm.String,Scroller,Edm.String,ScrollingTextVisual1448795304508,Edm.String,Fredrik HedenstrAm,Edm.String
SlopeChartRHTMLA849C818E46E4556B53BF9C8E9E82798,160,2018-07-01T10:34:14.911Z,MAQ Software,Edm.String,Slope chart by MAQ Software,Edm.String,SlopeChartRHTMLA849C818E46E4556B53BF9C8E9E82798,Edm.String,MAQ Software,Edm.String
SmartFilterBySQLBI1458262140625,161,2018-07-01T10:34:14.867Z,OKViz,Edm.String,Smart Filter by OKViz,Edm.String,SmartFilterBySQLBI1458262140625,Edm.String,OKViz,Edm.String
Sparkline1444636326814,163,2018-07-01T10:34:14.872Z,Prologika LLC,Edm.String,Sparkline,Edm.String,Sparkline1444636326814,Edm.String,Prologika LLC,Edm.String
StockChart1464746768122,188,2018-07-01T10:34:14.918Z,MAQ LLC,Edm.String,Trading Chart by MAQ Software,Edm.String,StockChart1464746768122,Edm.String,MAQ LLC,Edm.String
StreamGraph1446659696222,167,2018-07-01T10:34:14.915Z,Microsoft,Edm.String,Stream Graph,Edm.String,StreamGraph1446659696222,Edm.String,Microsoft,Edm.String
StrippetBrowser16424341054522,168,2018-07-01T10:34:14.888Z,MSR,Edm.String,Strippets Browser,Edm.String,StrippetBrowser16424341054522,Edm.String,MSR,Edm.String
Sunburst1445472000808,169,2018-07-01T10:34:14.886Z,Microsoft,Edm.String,Sunburst,Edm.String,Sunburst1445472000808,Edm.String,Microsoft,Edm.String
SuperBubbles1443113639239,20,2018-07-01T10:34:14.923Z,Dharminder Kumar Dhanda,Edm.String,Bubbles,Edm.String,SuperBubbles1443113639239,Edm.String,Dharminder Kumar Dhanda,Edm.String
TableHeatMap1443716069308,173,2018-07-01T10:34:14.878Z,Microsoft,Edm.String,Table Heatmap,Edm.String,TableHeatMap1443716069308,Edm.String,Microsoft,Edm.String
TableSorter1450434005853,174,2018-07-01T10:34:14.921Z,MSR,Edm.String,Table Sorter,Edm.String,TableSorter1450434005853,Edm.String,MSR,Edm.String
Tachometer1474636471549,175,2018-07-01T10:34:14.920Z,Annik,Edm.String,Tachometer,Edm.String,Tachometer1474636471549,Edm.String,Annik,Edm.String
TimeBrush1450434005853,179,2018-07-01T10:34:14.887Z,MSR,Edm.String,Time Brush Slicer,Edm.String,TimeBrush1450434005853,Edm.String,MSR,Edm.String
Timeline1447991079100,183,2018-07-01T10:34:14.924Z,Microsoft,Edm.String,Timeline Slicer,Edm.String,Timeline1447991079100,Edm.String,Microsoft,Edm.String
TimelineStoryteller1652434605730,184,2018-07-01T10:34:14.892Z,MSR,Edm.String,Timeline Storyteller,Edm.String,TimelineStoryteller1652434605730,Edm.String,MSR,Edm.String
ToolTipVisual004F143E728A84041A402082E3D80A951,186,2018-07-01T10:34:14.904Z,Microsoft,Edm.String,Tooltip,Edm.String,ToolTipVisual004F143E728A84041A402082E3D80A951,Edm.String,Microsoft,Edm.String
TornadoChart1452517688218,187,2018-07-01T10:34:14.895Z,Microsoft,Edm.String,Tornado chart,Edm.String,TornadoChart1452517688218,Edm.String,Microsoft,Edm.String
VisioDF_PBI_CV_D7C10B1A_506B_4123_878E_39E8698FD30A,197,2018-07-01T10:34:14.895Z,Visio,Edm.String,Visio visual (Preview) (DF version),Edm.String,VisioDF_PBI_CV_D7C10B1A_506B_4123_878E_39E8698FD30A,Edm.String,Visio,Edm.String
Visio_PBI_CV_D7C10B1A_506B_4123_878E_39E8698FD30A,196,2018-07-01T10:34:14.931Z,Visio,Edm.String,Visio visual (Preview),Edm.String,Visio_PBI_CV_D7C10B1A_506B_4123_878E_39E8698FD30A,Edm.String,Visio,Edm.String
WaffleChart1453776852267,199,2018-07-01T10:34:14.933Z,kiewic.com,Edm.String,Waffle Chart,Edm.String,WaffleChart1453776852267,Edm.String,kiewic.com,Edm.String
WordCloud1447959067750,200,2018-07-01T10:34:14.937Z,Microsoft,Edm.String,Word Cloud,Edm.String,WordCloud1447959067750,Edm.String,Microsoft,Edm.String
ZoomChartsFacetChartFree33C9F325D337408C98D4E1D4E1EAD704,59,2018-07-01T10:34:14.895Z,ZoomCharts,Edm.String,Drill-down column chart,Edm.String,ZoomChartsFacetChartFree33C9F325D337408C98D4E1D4E1EAD704,Edm.String,ZoomCharts,Edm.String
ZoomChartsNetChartFreeD1C58E3B59077E6D06A4CB9B0D4E2029A917,130,2018-07-01T10:34:14.949Z,ZoomCharts,Edm.String,Network Visualization and Filter,Edm.String,ZoomChartsNetChartFreeD1C58E3B59077E6D06A4CB9B0D4E2029A917,Edm.String,ZoomCharts,Edm.String
ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,61,2018-07-01T10:34:14.940Z,ZoomCharts,Edm.String,Drill-down donut chart,Edm.String,ZoomChartsPieChartFree33C9F325D337408C98D4E1D4E1EAD703,Edm.String,ZoomCharts,Edm.String
ZoomChartsTimeChartFree33C9F325D337408C98D4E1D4E1EAD705,60,2018-07-01T10:34:14.950Z,ZoomCharts,Edm.String,Drill-down column chart for time based data,Edm.String,ZoomChartsTimeChartFree33C9F325D337408C98D4E1D4E1EAD705,Edm.String,ZoomCharts,Edm.String
aaaTest036D853BE8724A99931BCD672FDAC2DA,19,2018-07-01T10:34:14.945Z,Pieter Olivier,Edm.String,Bubble Grid,Edm.String,aaaTest036D853BE8724A99931BCD672FDAC2DA,Edm.String,Pieter Olivier,Edm.String
advanceCardE03760C5AB684758B56AA29F9E6C257B,1,2018-07-01T10:34:14.905Z,Bhavesh Jadav,Edm.String,Advance Card,Edm.String,advanceCardE03760C5AB684758B56AA29F9E6C257B,Edm.String,Bhavesh Jadav,Edm.String
advanceTooltipADE8B01854F34CEF9616DF8EA6069129,2,2018-07-01T10:34:14.918Z,Bhavesh Jadav,Edm.String,Advance Tooltip,Edm.String,advanceTooltipADE8B01854F34CEF9616DF8EA6069129,Edm.String,Bhavesh Jadav,Edm.String
arriaEditorF31C2A28E0C74B7DB59602C203F4B024,6,2018-07-01T10:34:14.906Z,Arria NLG,Edm.String,Articulate Intelligence,Edm.String,arriaEditorF31C2A28E0C74B7DB59602C203F4B024,Edm.String,Arria NLG,Edm.String
asTAccounts09A4D2EB59844E62A389EFF2090C3442,7,2018-07-01T10:34:14.919Z,Koukussa Kehittamiseen,Edm.String,as T-Accounts,Edm.String,asTAccounts09A4D2EB59844E62A389EFF2090C3442,Edm.String,Koukussa Kehittamiseen,Edm.String
asTimeline3ECFC8FDEB264A3ABB1C0E31EC19FE14,8,2018-07-01T10:34:14.947Z,Koukussa Kehittamiseen,Edm.String,as Timeline,Edm.String,asTimeline3ECFC8FDEB264A3ABB1C0E31EC19FE14,Edm.String,Koukussa Kehittamiseen,Edm.String
autoplayDA5FE8841B1E49D387F8B6A575144547,62,2018-07-01T10:34:14.949Z,Microsoft,Edm.String,Drilldown player,Edm.String,autoplayDA5FE8841B1E49D387F8B6A575144547,Edm.String,Microsoft,Edm.String
bciCalendarCC0FA2BFE4B54EE1ACCFE383B9B1DE61,12,2018-07-01T10:34:14.953Z,Manny Merino,Edm.String,Beyondsoft Calendar,Edm.String,bciCalendarCC0FA2BFE4B54EE1ACCFE383B9B1DE61,Edm.String,Manny Merino,Edm.String
bubbleChartEEDCDFA388784AEEAB47972BC1626196,18,2018-07-01T10:34:14.917Z,Akvelon,Edm.String,Bubble Chart by Akvelon,Edm.String,bubbleChartEEDCDFA388784AEEAB47972BC1626196,Edm.String,Akvelon,Edm.String
calendarVisual5E37BB8CB2CB427ABE4F9EAAE66C5223,45,2018-07-01T10:34:14.930Z,Akvelon,Edm.String,Custom Calendar by Akvelon,Edm.String,calendarVisual5E37BB8CB2CB427ABE4F9EAAE66C5223,Edm.String,Akvelon,Edm.String
chartAccentBarChart582BFCBCF5E545239A7755E2C967C656,28,2018-07-01T10:34:14.933Z,ChartAccent,Edm.String,ChartAccent - BarChart,Edm.String,chartAccentBarChart582BFCBCF5E545239A7755E2C967C656,Edm.String,ChartAccent,Edm.String
chartAccentLineChart53011494391B42469A4BC46D195C59F3,29,2018-07-01T10:34:14.965Z,ChartAccent,Edm.String,ChartAccent - LineChart,Edm.String,chartAccentLineChart53011494391B42469A4BC46D195C59F3,Edm.String,ChartAccent,Edm.String
chartAccentScatterplotFB2F1766D02949498AA7D4FFF7FB4433,30,2018-07-01T10:34:14.935Z,ChartAccent,Edm.String,ChartAccent - Scatterplot,Edm.String,chartAccentScatterplotFB2F1766D02949498AA7D4FFF7FB4433,Edm.String,ChartAccent,Edm.String
choropleth4C77906D867C4C09AFE83BA5E2AA106A,58,2018-07-01T10:34:14.939Z,Microsoft,Edm.String,Drilldown Choropleth,Edm.String,choropleth4C77906D867C4C09AFE83BA5E2AA106A,Edm.String,Microsoft,Edm.String
colorMapFE43D2D02D3D4329995B15E94EDC9279,40,2018-07-01T10:34:14.943Z,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String,colorMap,Edm.String,colorMapFE43D2D02D3D4329995B15E94EDC9279,Edm.String,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String
columbusEEGanttChart99CCB2C0536D4CEAA68F3DAB56FBC693,89,2018-07-01T10:34:15.008Z,Columbus Global,Edm.String,Gantt Chart for PowerBI by Columbus Estonia,Edm.String,columbusEEGanttChart99CCB2C0536D4CEAA68F3DAB56FBC693,Edm.String,Columbus Global,Edm.String
countdownFA24FE5944D34ADD929D0DAE6EE57D70,43,2018-07-01T10:34:14.964Z,Diego Gutierrez Yepiz,Edm.String,Count Down Timer,Edm.String,countdownFA24FE5944D34ADD929D0DAE6EE57D70,Edm.String,Diego Gutierrez Yepiz,Edm.String
cylindricalGauge73A12A442345453EB69B593649C3A341,46,2018-07-01T10:34:14.970Z,MAQ LLC,Edm.String,Cylindrical Gauge by MAQ Software,Edm.String,cylindricalGauge73A12A442345453EB69B593649C3A341,Edm.String,MAQ LLC,Edm.String
dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,49,2018-07-01T10:34:14.972Z,MAQ LLC,Edm.String,Data Insights by MAQ Software,Edm.String,dataInsightsEC19A7A1FF1C44B784A13A27E1A145AB,Edm.String,MAQ LLC,Edm.String
databarKPIB8060E2B144244C5A38807466893C9F5,48,2018-07-01T10:34:14.980Z,AllAboutData,Edm.String,Data bar KPI,Edm.String,databarKPIB8060E2B144244C5A38807466893C9F5,Edm.String,AllAboutData,Edm.String
dg5AAA90EFEFE747CB9357C4FC19B85A58,52,2018-07-01T10:34:14.951Z,CloudFronts Technologies LLP,Edm.String,Dial Gauge,Edm.String,dg5AAA90EFEFE747CB9357C4FC19B85A58,Edm.String,CloudFronts Technologies LLP,Edm.String
dotPlotByOKViz24930F8B0456488F85D4AF007BF0F855,56,2018-07-01T10:34:14.958Z,OKViz,Edm.String,Dot Plot by OKViz,Edm.String,dotPlotByOKViz24930F8B0456488F85D4AF007BF0F855,Edm.String,OKViz,Edm.String
drilldownCartogramD5E1077C70074FFCB26AFC2A636614BF,57,2018-07-01T10:34:14.976Z,Microsoft,Edm.String,Drilldown Cartogram,Edm.String,drilldownCartogramD5E1077C70074FFCB26AFC2A636614BF,Edm.String,Microsoft,Edm.String
dynamicTooltip1859AB39DB23051788ADF752BCB90749,65,2018-07-01T10:34:14.956Z,MAQ LLC,Edm.String,Dynamic Tooltip by MAQ Software,Edm.String,dynamicTooltip1859AB39DB23051788ADF752BCB90749,Edm.String,MAQ LLC,Edm.String
enlightenBubbleStack13709305C6AD4E59B8F78FFEA36FB62E,68,2018-07-01T10:34:14.980Z,Enlighten Designs,Edm.String,Enlighten Bubble Stack,Edm.String,enlightenBubbleStack13709305C6AD4E59B8F78FFEA36FB62E,Edm.String,Enlighten Designs,Edm.String
enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,69,2018-07-01T10:34:14.996Z,Enlighten Designs,Edm.String,Enlighten Data Story,Edm.String,enlightenDataStoryDDFB78A6143E42CFAFBC50CCF18D978D,Edm.String,Enlighten Designs,Edm.String
enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,70,2018-07-01T10:34:14.955Z,Enlighten Designs,Edm.String,Enlighten Slicer,Edm.String,enlightenSlicerB18DC0CE4A1F4BA79CE49FBE40F3965F,Edm.String,Enlighten Designs,Edm.String
enlightenStackShuffle33EDB050C2424C618953642FFC0B291A,71,2018-07-01T10:34:14.957Z,Enlighten Designs,Edm.String,Enlighten Stack Shuffle,Edm.String,enlightenStackShuffle33EDB050C2424C618953642FFC0B291A,Edm.String,Enlighten Designs,Edm.String
enlightenWaffleChartC94C0BDE416B413A8071A92B5E75A718,72,2018-07-01T10:34:14.990Z,Enlighten Designs,Edm.String,Enlighten Waffle Chart,Edm.String,enlightenWaffleChartC94C0BDE416B413A8071A92B5E75A718,Edm.String,Enlighten Designs,Edm.String
enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,73,2018-07-01T10:34:14.999Z,Enlighten Designs,Edm.String,Enlighten World Flags,Edm.String,enlightenWorldFlagsE887F52F76244B1C927F80CF9724AEF6,Edm.String,Enlighten Designs,Edm.String
flowFE43D2D02D3D4329995B15E94EDC9279,79,2018-07-01T10:34:14.961Z,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String,flowMap by Sharewinfo,Edm.String,flowFE43D2D02D3D4329995B15E94EDC9279,Edm.String,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String
flowmap30CFDD5B92F848C88242B1E81C8C33C7,78,2018-07-01T10:34:14.998Z,Weiwei Cui,Edm.String,Flow map,Edm.String,flowmap30CFDD5B92F848C88242B1E81C8C33C7,Edm.String,Weiwei Cui,Edm.String
funnelwithsource1823AB39DB234AB522063E728AD51,86,2018-07-01T10:34:15.000Z,MAQ LLC,Edm.String,Funnel with Source by MAQ Software,Edm.String,funnelwithsource1823AB39DB234AB522063E728AD51,Edm.String,MAQ LLC,Edm.String
greetUser6CB07B751B8D459488570BBA348772CD,93,2018-07-01T10:34:14.972Z,Sadaf K Ahmedi,Edm.String,greetUser,Edm.String,greetUser6CB07B751B8D459488570BBA348772CD,Edm.String,Sadaf K Ahmedi,Edm.String
heatFE43D2D02D3D4329995B15E94EDC9279,97,2018-07-01T10:34:14.998Z,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String,HeatMapChina,Edm.String,heatFE43D2D02D3D4329995B15E94EDC9279,Edm.String,"Beijing Shangbei Zhixin Technology Co., Ltd.",Edm.String
heatStreams74779FE5319F4655BE62C4C5FD0ABFB1,95,2018-07-01T10:34:14.968Z,MSR,Edm.String,Heat Streams,Edm.String,heatStreams74779FE5319F4655BE62C4C5FD0ABFB1,Edm.String,MSR,Edm.String
heatmapF244EA9EE1F34E828A80CF19B41976F8,96,2018-07-01T10:34:15.005Z,Weiwei Cui,Edm.String,Heatmap,Edm.String,heatmapF244EA9EE1F34E828A80CF19B41976F8,Edm.String,Weiwei Cui,Edm.String
hexbinScatter70A7F14565444FAA99F786FAD6EA5AE1,98,2018-07-01T10:34:15.005Z,BlueGranite,Edm.String,Hexbin Scatterplot,Edm.String,hexbinScatter70A7F14565444FAA99F786FAD6EA5AE1,Edm.String,BlueGranite,Edm.String
hierarchyChartByAkvelon6F792A8745784877BCD8F4ACA5AD4207,99,2018-07-01T10:34:14.973Z,Akvelon,Edm.String,Hierarchy Chart by Akvelon,Edm.String,hierarchyChartByAkvelon6F792A8745784877BCD8F4ACA5AD4207,Edm.String,Akvelon,Edm.String
histogramXY6E3D5691159E41859A007A262D4B0E9E,102,2018-07-01T10:34:15.014Z,MAQ LLC,Edm.String,Histogram with points by MAQ Software,Edm.String,histogramXY6E3D5691159E41859A007A262D4B0E9E,Edm.String,MAQ LLC,Edm.String
htmlViewerB24A1AEC2B4F4998B8E9A380662CAA2A,105,2018-07-01T10:34:14.978Z,Hitachi Solutions,Edm.String,HTML viewer,Edm.String,htmlViewerB24A1AEC2B4F4998B8E9A380662CAA2A,Edm.String,Hitachi Solutions,Edm.String
